128	97	13
304	14	6
491	8	92
110	27	42
166	173	72
445	81	64
151	118	13
306	6	69
449	42	4
466	65	9
188	35	37
430	70	14
90	77	36
44	164	7
36	52	65
142	25	59
34	69	4
376	174	79
15	155	42
234	172	66
379	134	41
474	135	34
243	89	35
300	82	18
463	78	93
357	143	17
417	28	69
90	45	41
47	105	43
2	61	80
383	122	56
336	52	63
92	137	85
59	171	32
81	23	69
64	39	79
483	130	9
275	109	16
474	47	34
107	126	73
458	156	9
306	121	30
394	132	95
248	50	19
469	54	3
453	165	58
174	91	15
347	57	40
460	66	60
231	64	11
142	14	16
1	21	10
133	157	6
47	110	4
174	117	46
355	170	81
289	88	40
148	36	69
308	21	42
393	156	4
290	125	62
337	27	87
96	13	36
24	167	14
354	21	100
385	158	28
86	58	6
110	64	85
414	169	66
489	3	28
109	7	94
15	34	95
141	76	61
284	80	36
408	118	41
214	118	62
447	42	26
127	32	4
62	48	2
178	129	95
455	152	58
276	68	92
197	112	88
293	43	4
413	38	53
444	24	71
493	20	62
83	18	31
429	6	66
174	167	93
188	131	93
234	130	75
379	135	75
336	150	82
218	158	10
259	35	26
275	17	39
173	109	95
464	2	39
441	12	34
338	143	77
290	22	15
378	163	35
185	46	41
195	154	84
464	112	93
58	142	92
231	60	7
334	127	7
388	148	63
167	164	18
297	3	42
15	58	46
235	141	76
289	44	43
452	94	71
293	1	5
310	155	40
143	132	42
119	77	23
300	171	10
111	153	8
378	59	39
31	152	82
361	156	74
231	139	69
147	31	89
343	147	87
459	9	4
14	108	54
275	80	39
207	2	70
387	8	48
286	20	53
450	147	19
478	130	43
347	60	54
35	11	34
480	114	32
171	30	99
294	132	16
453	63	5
422	126	61
285	103	67
197	28	42
387	132	7
451	9	66
199	61	79
500	172	86
490	85	92
392	100	7
232	21	30
26	103	22
251	3	12
90	132	49
267	36	56
155	103	52
485	102	64
242	74	81
104	58	28
114	47	23
133	2	16
399	45	40
73	62	70
222	160	35
250	163	89
314	2	71
243	167	20
150	101	1
422	150	23
9	103	69
140	108	98
473	168	66
413	155	81
108	138	56
143	90	32
442	93	23
91	159	64
456	95	59
175	29	48
468	85	95
409	55	7
323	91	47
256	110	49
238	153	11
11	138	47
25	125	93
222	126	78
184	37	90
185	23	68
319	104	72
103	117	96
498	125	65
271	155	14
87	69	47
20	28	65
461	172	73
252	41	85
365	64	25
456	93	88
295	103	35
238	20	68
91	48	65
32	68	96
6	121	16
234	103	99
482	5	65
376	4	96
129	134	98
50	127	51
70	66	10
371	134	65
159	84	53
447	72	34
325	67	4
295	91	96
473	95	1
385	42	98
458	7	39
313	42	27
332	100	33
276	131	15
276	32	26
49	162	66
414	23	75
382	114	27
310	64	26
437	41	37
296	65	62
54	141	19
65	115	61
22	56	57
94	131	34
475	126	37
449	56	29
98	165	32
257	90	61
399	101	40
394	117	67
303	123	12
335	38	49
471	16	76
439	28	29
124	112	8
252	54	79
196	133	4
448	138	88
74	4	35
235	14	98
288	168	17
134	110	84
392	119	89
19	163	47
252	51	33
483	54	62
45	32	20
490	79	93
496	123	55
40	156	65
138	172	50
439	92	88
178	99	37
88	128	75
384	27	11
354	159	43
67	111	79
392	95	58
327	65	63
476	159	2
187	102	18
302	150	80
207	123	36
267	133	17
71	85	36
371	115	17
451	85	52
288	91	59
312	50	85
62	156	97
368	18	95
25	165	40
146	140	88
354	153	53
339	48	93
54	85	54
54	89	84
189	111	67
185	135	22
3	36	30
118	53	84
151	48	84
477	94	90
207	38	57
336	100	13
233	64	90
34	49	89
277	18	14
36	26	64
137	78	34
481	164	52
474	6	41
258	152	54
152	11	40
334	86	37
362	72	74
150	114	18
403	31	77
149	23	51
357	91	94
216	113	16
174	24	3
469	47	21
129	159	1
30	82	68
495	83	37
303	44	71
259	45	43
108	78	65
51	42	35
210	31	18
481	11	21
272	85	35
163	55	39
253	158	48
131	98	93
284	150	2
440	46	74
106	63	53
488	166	10
498	30	54
316	16	30
422	129	40
369	121	18
484	44	85
105	43	63
270	158	90
113	160	50
81	56	9
32	66	38
194	122	6
186	41	16
35	61	77
335	29	41
16	62	27
240	73	38
291	19	87
189	111	47
233	136	44
367	86	93
88	7	76
423	44	74
244	159	55
134	56	11
428	37	43
92	70	36
128	99	18
235	40	24
82	75	15
94	41	73
202	26	18
256	61	84
81	168	38
472	64	37
383	66	36
471	111	20
1	156	2
260	16	78
432	169	78
254	105	41
387	119	13
326	69	80
409	110	46
192	35	16
382	8	45
22	23	39
335	128	28
433	129	80
271	136	28
327	75	61
490	173	77
72	124	58
9	21	26
176	9	74
189	162	77
291	63	40
432	26	5
419	79	65
366	160	83
63	3	4
217	118	37
78	76	83
41	33	45
217	164	91
302	145	40
82	22	77
467	158	97
278	172	54
424	11	16
271	159	98
304	159	92
218	120	7
316	168	84
269	81	3
251	144	13
299	31	11
377	69	20
410	24	41
428	4	76
13	147	61
496	39	12
172	144	67
480	63	44
149	110	57
65	120	8
493	65	53
425	94	70
99	135	74
156	12	20
96	49	38
65	146	49
382	96	36
254	141	53
391	118	58
300	40	97
361	108	12
368	147	94
427	4	92
372	93	49
365	98	68
386	76	75
150	61	34
389	44	18
435	75	37
437	152	8
429	61	77
328	95	85
177	138	3
132	96	40
241	172	24
452	27	27
261	52	54
358	103	52
313	129	9
245	78	11
173	68	55
479	150	32
361	18	67
397	174	12
327	119	70
296	131	4
496	30	48
118	85	51
292	87	29
364	39	76
372	64	7
272	163	20
73	154	21
257	131	16
182	128	27
70	68	31
32	90	67
494	75	81
310	15	36
246	108	18
436	151	33
75	71	51
170	35	3
94	74	48
184	111	60
34	5	97
464	11	68
118	152	43
444	99	91
223	54	7
298	116	97
86	173	29
274	31	54
439	164	55
120	46	44
203	166	33
50	33	81
100	108	84
284	71	46
71	85	42
489	98	97
448	105	28
46	82	76
182	55	29
485	30	61
397	160	40
201	113	39
121	93	47
159	167	21
176	158	17
322	104	48
220	102	66
275	66	5
337	62	36
31	156	24
79	174	92
206	140	21
159	171	76
1	15	90
264	146	31
448	113	89
173	151	77
475	156	99
175	144	75
142	89	68
260	43	14
94	114	47
178	95	8
168	155	61
316	73	80
494	49	29
383	103	35
463	151	66
208	8	6
203	135	68
467	8	7
210	153	91
274	55	63
273	12	74
471	74	71
138	68	45
353	168	41
30	107	18
132	62	8
84	93	19
379	2	35
461	141	48
158	150	13
106	5	65
75	129	56
16	18	36
244	147	19
310	112	64
391	171	83
13	20	13
360	120	94
215	142	91
179	84	94
29	159	4
428	98	36
154	19	37
203	157	57
421	62	46
242	56	66
171	25	84
461	124	35
72	41	41
408	87	81
461	48	29
222	168	83
287	77	19
188	49	26
172	91	19
426	23	72
395	108	22
166	121	86
419	122	34
27	5	43
281	44	23
373	42	52
304	38	65
255	138	25
235	115	16
358	114	37
238	173	53
387	126	70
215	43	98
389	8	35
309	64	68
68	91	66
231	13	6
283	141	44
328	143	26
9	148	20
293	19	81
235	95	96
328	61	51
224	102	62
230	84	45
159	48	58
179	128	71
260	162	46
481	127	66
381	160	78
37	17	18
466	127	96
42	121	86
199	15	85
345	97	64
1	36	56
331	27	98
161	14	87
351	164	74
84	94	93
365	32	52
352	76	24
133	93	93
274	84	100
137	153	13
402	34	32
324	92	87
453	169	25
187	174	5
373	171	20
257	71	20
267	48	25
465	154	82
269	57	77
39	99	44
264	10	19
27	95	28
439	135	14
149	12	59
407	27	3
63	163	5
20	21	64
323	113	48
49	153	81
414	43	17
77	131	46
488	15	39
438	56	6
16	56	94
108	5	30
206	43	12
163	63	63
315	149	40
361	26	75
118	66	96
2	164	97
77	19	74
49	133	25
383	69	33
54	54	89
153	123	71
84	6	99
232	139	91
297	158	15
30	127	99
92	45	60
228	50	29
240	98	29
16	116	69
466	172	40
444	70	68
471	82	14
107	46	76
328	86	25
221	137	38
278	45	69
148	61	97
194	33	31
31	109	53
395	149	70
189	113	39
324	92	24
236	83	65
378	112	13
287	43	88
385	17	33
257	95	37
499	170	58
423	170	24
284	71	33
406	68	11
275	81	5
425	4	98
218	4	16
380	33	69
19	129	20
411	90	19
50	77	24
469	63	40
414	4	44
193	138	95
260	106	66
134	64	93
458	87	34
323	62	94
65	130	74
468	73	93
111	61	87
181	111	44
257	99	47
347	61	91
101	111	99
452	58	93
73	171	15
306	118	94
358	161	94
107	44	83
466	87	30
77	145	59
56	46	71
377	110	6
424	148	36
481	13	42
258	127	11
377	1	55
445	12	9
424	108	54
279	51	95
176	72	17
252	52	50
494	71	90
223	102	41
99	138	36
207	75	5
128	137	59
109	25	90
18	56	48
28	112	87
130	156	80
85	11	59
442	10	73
353	60	29
282	168	69
62	128	80
60	24	42
54	143	16
307	117	85
180	21	34
89	74	58
372	25	48
105	40	9
462	75	30
370	148	83
134	79	88
247	59	41
23	65	2
388	27	35
495	18	19
455	74	41
274	125	31
374	110	39
79	18	61
421	116	25
136	73	37
211	76	63
92	22	97
289	81	22
390	39	78
296	34	85
86	75	74
131	164	40
500	102	8
248	158	72
365	86	27
267	170	81
198	93	54
477	93	36
89	9	28
320	38	95
28	38	99
80	101	43
242	144	67
249	30	42
244	66	79
494	99	55
492	154	41
65	43	41
351	1	96
245	120	2
203	122	48
472	76	18
72	122	1
233	154	51
249	100	71
131	49	20
197	144	65
241	150	69
130	4	55
460	66	64
403	79	80
342	49	8
87	7	50
161	144	36
162	96	87
97	20	68
349	77	43
292	65	32
352	83	92
270	54	26
168	141	24
357	124	13
176	126	24
186	35	45
63	108	67
205	63	68
66	160	39
187	39	19
214	25	9
293	45	76
40	24	38
91	113	10
320	137	76
162	161	31
207	57	6
210	144	57
211	100	91
293	144	63
322	100	64
386	34	66
201	131	47
489	43	35
137	34	76
239	103	64
58	50	27
426	173	6
478	95	45
357	43	69
100	84	95
491	119	65
29	117	20
302	89	85
328	35	74
343	128	51
17	67	71
303	74	59
182	118	19
285	51	44
461	153	87
372	49	21
293	45	68
348	38	18
313	50	63
32	29	26
369	105	80
49	4	17
459	4	69
408	105	25
297	54	92
438	74	79
395	114	11
169	54	25
449	49	2
23	22	75
306	109	83
141	56	23
191	110	76
348	142	29
385	164	62
164	52	68
394	69	53
322	137	56
344	169	42
38	83	57
117	149	62
303	28	37
240	123	42
495	61	62
72	60	41
428	36	94
431	113	12
492	164	35
176	97	48
131	148	25
211	125	21
165	97	62
116	101	98
211	34	92
74	31	35
223	106	60
289	87	47
441	47	84
79	48	68
430	29	79
448	70	41
189	92	46
184	15	93
162	86	4
412	60	52
155	49	35
272	105	49
117	32	80
11	14	42
172	40	36
338	127	90
305	26	12
494	89	94
427	124	94
22	91	1
406	8	91
434	94	32
469	112	39
174	112	40
433	128	73
348	102	64
76	105	91
177	171	24
83	162	35
317	149	56
351	66	37
64	9	47
182	142	29
290	27	60
253	26	81
167	37	25
72	43	23
261	105	25
205	83	59
10	106	28
437	6	14
51	19	65
325	64	39
298	87	25
338	88	11
470	149	63
346	72	74
212	152	53
174	157	10
50	100	11
269	4	26
455	79	29
238	88	87
484	72	21
281	115	68
125	80	68
88	38	67
28	160	13
143	98	88
452	168	5
416	120	49
256	127	19
161	136	63
275	146	29
429	89	18
51	94	98
210	21	27
451	68	75
61	92	56
146	8	16
56	58	81
208	86	23
55	107	26
473	47	90
341	141	16
110	85	33
399	128	75
71	112	89
91	99	13
88	71	32
290	91	56
417	14	9
379	56	7
138	137	86
431	50	6
356	118	25
156	5	16
60	167	21
241	109	25
100	31	86
159	121	14
239	70	26
22	97	69
56	151	68
247	91	3
334	161	98
17	104	92
301	68	60
311	7	87
28	101	72
113	89	37
287	158	89
497	137	37
281	60	62
326	65	53
314	34	40
427	69	71
243	96	77
469	14	68
80	16	91
479	154	5
128	88	40
356	175	54
470	98	18
434	127	9
147	20	15
161	41	18
191	159	79
474	170	58
17	142	72
394	122	43
200	144	72
47	122	59
94	146	47
294	36	6
225	52	16
145	83	62
422	141	46
328	161	23
380	95	88
353	54	15
31	73	37
128	170	10
237	52	56
499	84	20
149	15	52
300	60	2
383	25	43
219	110	4
92	89	40
77	103	78
384	20	10
195	67	74
274	50	75
271	14	85
170	52	98
78	88	71
5	165	46
488	86	17
447	72	98
39	116	47
173	43	37
171	96	100
42	97	40
188	134	17
324	46	60
2	143	57
494	158	21
348	35	62
263	64	55
461	161	87
229	138	19
84	147	73
451	89	13
43	99	48
343	10	25
33	109	28
494	54	17
265	87	27
323	125	52
266	67	40
35	150	94
213	174	69
40	161	49
362	16	13
331	30	69
116	108	55
185	127	41
148	138	65
357	110	53
44	76	16
